CHARACTER,WORLD,SCORE,CYL 1 VOTES,CYL 2 VOTES,CYL 3 VOTES,CYL 4 VOTES,CYL 5 VOTES,CYL 6 VOTES,CYL 7 VOTES,CYL 8 VOTES,CYL 9 VOTES,SIGMA
Norne,Archanea,1459.37,607.0,421.0,524.0,173.0,189.0,230.0,140.0,114.0,104.0,0.93
Metodey,Fodlan,1459.35,,,,282.0,232.0,181.0,134.0,96.0,56.0,0.94
Virion,Ylisse,1459.27,1548.0,371.0,389.0,238.0,141.0,185.0,112.0,99.0,99.0,0.94
Brigand Boss,Valentia,1459.25,,1214.0,1071.0,660.0,442.0,599.0,61.0,23.0,12.0,0.89
Arlen,Archanea,1459.23,261.0,168.0,246.0,216.0,166.0,181.0,342.0,177.0,28.0,0.89
Mikoto,Fates,1459.11,1228.0,1787.0,802.0,258.0,116.0,130.0,76.0,65.0,45.0,0.92
Zeke,Valentia,1459.11,240.0,1034.0,1059.0,466.0,289.0,155.0,119.0,90.0,66.0,0.91
Hayato,Fates,1459.09,644.0,423.0,453.0,235.0,183.0,276.0,151.0,142.0,36.0,0.92
Leila,Elibe,1459.05,1069.0,1270.0,1581.0,1266.0,121.0,85.0,63.0,73.0,46.0,0.88
Flavia,Ylisse,1458.9,1036.0,967.0,1320.0,568.0,369.0,35.0,74.0,25.0,30.0,0.89
Yarne,Ylisse,1458.72,1405.0,1182.0,1279.0,160.0,129.0,137.0,94.0,80.0,72.0,0.92
Radd,Archanea,1458.65,321.0,183.0,357.0,245.0,174.0,195.0,175.0,115.0,152.0,0.94
Laurent,Ylisse,1458.6,577.0,317.0,384.0,371.0,289.0,346.0,367.0,44.0,35.0,0.89
Hugh,Elibe,1458.52,538.0,337.0,396.0,470.0,348.0,394.0,89.0,72.0,74.0,0.91
Guinivere (FE06),Elibe,1458.45,227.0,407.0,565.0,538.0,117.0,177.0,111.0,92.0,77.0,0.93
Benny,Fates,1458.43,1055.0,786.0,836.0,487.0,402.0,87.0,62.0,59.0,45.0,0.92
Medeus,Archanea,1458.39,169.0,302.0,653.0,429.0,260.0,467.0,126.0,54.0,43.0,0.93
Roland,Elibe,1458.37,,,,,134.0,133.0,76.0,190.0,75.0,0.93
Chulainn,Jugdral,1458.35,256.0,289.0,334.0,280.0,195.0,186.0,164.0,194.0,38.0,0.92
Giffca,Tellius,1458.34,177.0,211.0,337.0,214.0,189.0,341.0,185.0,116.0,107.0,0.93
Oscar,Tellius,1458.24,967.0,306.0,300.0,144.0,163.0,159.0,107.0,82.0,63.0,0.95
Julian,Archanea,1458.19,715.0,638.0,890.0,622.0,122.0,109.0,46.0,79.0,63.0,0.91
Lance,Elibe,1458.13,303.0,198.0,185.0,205.0,153.0,137.0,154.0,153.0,133.0,0.91
Nina,Fates,1458.05,1784.0,1342.0,608.0,196.0,131.0,123.0,84.0,68.0,78.0,0.91
Iago,Fates,1458.05,518.0,428.0,619.0,404.0,115.0,123.0,80.0,73.0,107.0,0.92
Ashera,Tellius,1458.0,316.0,601.0,1079.0,568.0,461.0,94.0,46.0,35.0,23.0,0.9
Nuibaba,Valentia,1457.96,,297.0,385.0,179.0,99.0,196.0,135.0,91.0,82.0,0.95
Boey,Valentia,1457.93,138.0,626.0,369.0,226.0,157.0,225.0,114.0,108.0,115.0,0.9
Maria,Archanea,1457.9,412.0,397.0,454.0,250.0,147.0,197.0,97.0,106.0,100.0,0.92
Lana,Jugdral,1457.89,199.0,129.0,184.0,219.0,161.0,166.0,185.0,183.0,232.0,0.92
Fernand,Valentia,1457.86,,673.0,705.0,540.0,394.0,87.0,78.0,62.0,35.0,0.92
Arete,Fates,1457.86,579.0,902.0,1555.0,473.0,338.0,96.0,47.0,30.0,31.0,0.91
Thales,Fodlan,1457.83,,,,277.0,159.0,199.0,133.0,64.0,76.0,0.92
Tobin,Valentia,1457.81,97.0,473.0,490.0,269.0,145.0,227.0,129.0,106.0,112.0,0.93
Jesse,Valentia,1457.8,43.0,205.0,196.0,180.0,158.0,236.0,184.0,167.0,158.0,0.9
Holst,Fodlan,1457.79,,,,,,,262.0,56.0,44.0,0.9
Heath,Elibe,1457.73,908.0,774.0,879.0,621.0,91.0,111.0,62.0,71.0,61.0,0.92
Ewan,Magvel,1457.73,930.0,1010.0,817.0,138.0,79.0,103.0,84.0,86.0,93.0,0.92
Zeiss,Elibe,1457.7,308.0,159.0,211.0,203.0,203.0,240.0,161.0,158.0,61.0,0.92
Dew,Jugdral,1457.6,326.0,249.0,351.0,296.0,208.0,213.0,195.0,178.0,39.0,0.9
Duessel,Magvel,1457.53,412.0,720.0,702.0,526.0,102.0,158.0,76.0,60.0,65.0,0.91
Morva,Magvel,1457.47,,,,,176.0,140.0,95.0,93.0,95.0,0.92
Yuliya,Archanea,1457.46,161.0,147.0,200.0,144.0,133.0,181.0,378.0,142.0,50.0,0.91
Arthur (FE14),Fates,1457.39,1704.0,474.0,435.0,177.0,169.0,165.0,94.0,84.0,100.0,0.95
Dorothy,Elibe,1457.39,271.0,222.0,228.0,215.0,200.0,296.0,272.0,58.0,67.0,0.92
Lena,Archanea,1457.38,493.0,388.0,642.0,448.0,75.0,108.0,84.0,70.0,75.0,0.93
Naoise,Jugdral,1457.37,262.0,150.0,232.0,202.0,167.0,188.0,139.0,113.0,129.0,0.91
Misha,Jugdral,1457.34,166.0,159.0,175.0,121.0,126.0,215.0,156.0,162.0,137.0,0.88
Leon,Valentia,1457.26,52.0,930.0,507.0,328.0,157.0,150.0,118.0,128.0,87.0,0.93
Gerome,Ylisse,1457.25,1867.0,1513.0,485.0,174.0,81.0,110.0,97.0,64.0,77.0,0.97
Marty,Jugdral,1457.13,433.0,230.0,238.0,128.0,104.0,150.0,168.0,113.0,63.0,0.93
Niðavellir (Nidavellir),Heroes,1457.12,,,,,,,,,71.0,0.93
Gray,Valentia,1457.09,115.0,685.0,384.0,193.0,112.0,225.0,115.0,119.0,84.0,0.95
Karel (FE07),Elibe,1457.03,770.0,341.0,321.0,157.0,108.0,111.0,59.0,86.0,92.0,0.92
Linus,Elibe,1457.01,284.0,635.0,322.0,224.0,116.0,133.0,113.0,93.0,67.0,0.95
Forsyth,Valentia,1456.99,54.0,839.0,820.0,174.0,144.0,150.0,101.0,92.0,105.0,0.93
Ladislava,Fodlan,1456.91,,,,155.0,100.0,158.0,114.0,91.0,79.0,0.94
Sue,Elibe,1456.89,562.0,766.0,996.0,124.0,99.0,101.0,96.0,78.0,79.0,0.91
Eleanora,Elibe,1456.79,,,,,97.0,113.0,102.0,100.0,99.0,0.95
Castor,Archanea,1456.78,380.0,246.0,332.0,242.0,147.0,195.0,110.0,127.0,39.0,0.91
Almedha,Tellius,1456.78,93.0,88.0,199.0,112.0,92.0,143.0,96.0,258.0,239.0,0.93
Saleh,Magvel,1456.77,272.0,395.0,413.0,360.0,240.0,132.0,68.0,89.0,121.0,0.93
Ephidel,Elibe,1456.73,301.0,282.0,270.0,220.0,144.0,122.0,123.0,88.0,86.0,0.95
Hinata,Fates,1456.73,1427.0,357.0,358.0,135.0,75.0,80.0,133.0,74.0,34.0,0.93
Ulki,Tellius,1456.72,226.0,141.0,171.0,101.0,99.0,106.0,101.0,100.0,199.0,0.9
Noah,Elibe,1456.64,347.0,276.0,296.0,197.0,190.0,240.0,176.0,60.0,35.0,0.91
Cath,Elibe,1456.62,300.0,194.0,253.0,190.0,471.0,229.0,88.0,50.0,54.0,0.91
Cecil,Archanea,1456.61,186.0,158.0,207.0,152.0,168.0,190.0,133.0,101.0,94.0,0.94
Shiro,Fates,1456.54,932.0,675.0,526.0,191.0,101.0,115.0,63.0,56.0,48.0,0.91
Sara,Jugdral,1456.47,330.0,304.0,571.0,568.0,131.0,113.0,87.0,58.0,81.0,0.93
Mathilda,Valentia,1456.46,313.0,521.0,444.0,168.0,122.0,120.0,104.0,122.0,93.0,0.96
August,Jugdral,1456.44,,,,,355.0,304.0,36.0,26.0,27.0,0.93
Bramimond,Elibe,1456.37,,,,,205.0,172.0,61.0,57.0,66.0,0.93
Wallace,Elibe,1456.34,442.0,326.0,333.0,172.0,95.0,127.0,85.0,87.0,83.0,0.94
Rudolf,Valentia,1456.3,95.0,621.0,666.0,432.0,123.0,139.0,67.0,77.0,49.0,0.92
Brunnya,Elibe,1456.29,280.0,444.0,566.0,210.0,132.0,117.0,73.0,67.0,45.0,0.93
Yune,Tellius,1456.26,428.0,488.0,878.0,367.0,105.0,102.0,89.0,78.0,44.0,0.93
Midia,Archanea,1456.26,162.0,162.0,200.0,182.0,121.0,139.0,153.0,160.0,144.0,0.91
Sirius,Archanea,1456.25,742.0,1024.0,1778.0,271.0,114.0,93.0,62.0,58.0,49.0,0.92
Walhart,Ylisse,1456.22,1045.0,1335.0,322.0,168.0,107.0,117.0,60.0,41.0,47.0,0.92
Makalov,Tellius,1456.2,216.0,132.0,116.0,148.0,96.0,168.0,157.0,125.0,124.0,0.91
Lot,Elibe,1456.2,3218.0,802.0,532.0,221.0,111.0,65.0,48.0,60.0,42.0,0.89
Amy,Tellius,1456.2,364.0,291.0,284.0,113.0,70.0,156.0,83.0,172.0,94.0,0.93
Febail,Jugdral,1456.18,217.0,162.0,262.0,220.0,174.0,168.0,167.0,45.0,66.0,0.95
Hisame,Fates,1456.17,378.0,173.0,186.0,95.0,73.0,73.0,74.0,203.0,243.0,0.93
Sheena,Archanea,1456.16,590.0,464.0,473.0,232.0,111.0,131.0,90.0,88.0,63.0,0.93
Azama,Fates,1456.14,1180.0,464.0,381.0,167.0,91.0,109.0,72.0,53.0,45.0,0.94
Lyre,Tellius,1456.13,460.0,443.0,532.0,290.0,214.0,89.0,42.0,47.0,34.0,0.92
Hestia,Valentia,1456.11,,533.0,753.0,331.0,170.0,215.0,124.0,22.0,11.0,0.9
Barst,Archanea,1456.11,841.0,352.0,411.0,246.0,155.0,180.0,68.0,55.0,52.0,0.95
Lex,Jugdral,1456.09,426.0,510.0,870.0,738.0,469.0,74.0,50.0,45.0,36.0,0.91
Haitaka,Fates,1456.06,,,,,76.0,158.0,89.0,112.0,57.0,0.94
Basilio,Ylisse,1456.02,994.0,711.0,834.0,427.0,282.0,43.0,54.0,25.0,35.0,0.91
Melady,Elibe,1455.99,545.0,618.0,666.0,477.0,71.0,92.0,71.0,61.0,48.0,0.93
Malice,Archanea,1455.97,397.0,491.0,563.0,320.0,262.0,74.0,49.0,45.0,75.0,0.93
Ogier,Elibe,1455.94,232.0,111.0,186.0,135.0,153.0,189.0,169.0,127.0,30.0,0.91
Petrine,Tellius,1455.93,325.0,514.0,621.0,366.0,79.0,121.0,71.0,67.0,45.0,0.92
Farina,Elibe,1455.91,719.0,426.0,449.0,434.0,428.0,70.0,43.0,43.0,48.0,0.93
Lindon,Elyos,1455.78,,,,,,,,97.0,43.0,0.96
Elimine,Elibe,1455.78,,,,,,,,,66.0,0.95
Deen (FE02/15),Valentia,1455.72,65.0,465.0,496.0,354.0,247.0,169.0,83.0,44.0,73.0,0.94
Kamui,Valentia,1455.71,147.0,526.0,438.0,401.0,325.0,415.0,51.0,29.0,19.0,0.88
Harken,Elibe,1455.67,299.0,353.0,333.0,256.0,140.0,189.0,118.0,22.0,36.0,0.95
Rolf ,Tellius,1455.58,916.0,497.0,427.0,195.0,148.0,130.0,75.0,81.0,64.0,0.93
Vyland,Archanea,1455.55,675.0,270.0,317.0,176.0,128.0,90.0,141.0,85.0,39.0,0.9
Jake,Archanea,1455.55,209.0,159.0,242.0,171.0,114.0,132.0,84.0,89.0,79.0,0.94
Mycen,Valentia,1455.51,85.0,399.0,342.0,214.0,235.0,265.0,182.0,22.0,15.0,0.91
Arion,Jugdral,1455.48,101.0,198.0,381.0,379.0,267.0,262.0,234.0,26.0,24.0,0.9
Candace,Fates,1455.38,426.0,208.0,255.0,89.0,100.0,192.0,147.0,120.0,32.0,0.93
Sigrun,Tellius,1455.33,599.0,759.0,1136.0,170.0,84.0,77.0,54.0,66.0,45.0,0.92
Samuel ,Archanea,1455.27,148.0,98.0,113.0,406.0,96.0,130.0,70.0,77.0,79.0,0.92
Duma,Valentia,1455.27,,503.0,677.0,288.0,91.0,97.0,78.0,52.0,44.0,0.96
Levail,Tellius,1455.25,,,,,182.0,128.0,80.0,80.0,71.0,0.95
Sully,Ylisse,1455.24,1938.0,321.0,323.0,102.0,70.0,105.0,67.0,72.0,59.0,0.94
Samson,Archanea,1455.19,160.0,202.0,356.0,186.0,106.0,112.0,78.0,97.0,54.0,0.93
Astram,Archanea,1455.14,237.0,421.0,624.0,236.0,118.0,138.0,63.0,75.0,49.0,0.91
Gatrie,Tellius,1455.08,562.0,424.0,447.0,266.0,57.0,89.0,51.0,64.0,55.0,0.94
Amalda,Jugdral,1455.07,59.0,127.0,139.0,106.0,123.0,141.0,120.0,132.0,102.0,0.89
Elffin,Elibe,1455.05,83.0,140.0,170.0,204.0,171.0,173.0,180.0,171.0,23.0,0.94
Saphir,Elyos,1455.05,,,,,,,,74.0,49.0,0.97
Jedah,Valentia,1455.04,,247.0,303.0,156.0,78.0,124.0,74.0,70.0,77.0,0.93
Legion,Archanea,1455.01,218.0,352.0,327.0,172.0,146.0,164.0,101.0,86.0,57.0,0.97
Midir,Jugdral,1454.97,173.0,116.0,137.0,130.0,122.0,182.0,133.0,104.0,55.0,0.94
Tauroneo,Tellius,1454.95,219.0,224.0,244.0,95.0,104.0,122.0,90.0,90.0,58.0,0.91
Asbel,Jugdral,1454.94,279.0,257.0,407.0,446.0,80.0,114.0,69.0,69.0,49.0,0.96
Laylea,Jugdral,1454.93,70.0,125.0,173.0,108.0,63.0,221.0,101.0,79.0,96.0,0.94
Geitz,Elibe,1454.91,219.0,162.0,178.0,155.0,147.0,148.0,91.0,114.0,90.0,0.91
Validar,Ylisse,1454.85,425.0,248.0,360.0,205.0,143.0,157.0,113.0,16.0,5.0,0.94
Asugi,Fates,1454.82,823.0,289.0,305.0,132.0,79.0,91.0,77.0,67.0,59.0,0.94
Galzus,Jugdral,1454.72,152.0,214.0,299.0,342.0,302.0,294.0,33.0,42.0,21.0,0.92
Ethlyn,Jugdral,1454.7,465.0,532.0,298.0,166.0,98.0,131.0,58.0,71.0,54.0,0.92
Alen,Elibe,1454.62,290.0,141.0,187.0,195.0,120.0,125.0,79.0,97.0,120.0,0.93
Renault,Elibe,1454.58,143.0,117.0,170.0,148.0,135.0,120.0,96.0,112.0,88.0,0.96
Fergus,Jugdral,1454.48,97.0,83.0,139.0,105.0,104.0,109.0,113.0,101.0,102.0,0.93
Ganglöt (Ganglot),Heroes,1454.46,,,,,,,157.0,50.0,39.0,0.95
Atlas,Valentia,1454.4,67.0,479.0,559.0,298.0,237.0,313.0,31.0,31.0,25.0,0.91
Carrion,Jugdral,1454.37,224.0,143.0,151.0,222.0,107.0,127.0,96.0,132.0,67.0,0.93
Murdock (FE06),Elibe,1454.35,119.0,155.0,217.0,217.0,210.0,190.0,141.0,11.0,19.0,0.9
Gunter,Fates,1454.21,813.0,261.0,283.0,175.0,75.0,124.0,81.0,80.0,76.0,0.96
Isadora,Elibe,1454.2,274.0,257.0,350.0,235.0,182.0,189.0,143.0,32.0,16.0,0.92
Natasha,Magvel,1454.19,421.0,588.0,648.0,484.0,41.0,90.0,37.0,42.0,47.0,0.94
Draug,Archanea,1454.19,819.0,289.0,326.0,181.0,119.0,104.0,60.0,49.0,53.0,0.95
Yukimura,Fates,1454.19,310.0,219.0,198.0,144.0,83.0,111.0,128.0,118.0,29.0,0.91
Fee,Jugdral,1454.18,228.0,118.0,175.0,161.0,128.0,181.0,197.0,39.0,40.0,0.95
Homer,Jugdral,1454.12,66.0,92.0,162.0,87.0,120.0,158.0,113.0,239.0,110.0,0.9
Kempf,Jugdral,1454.08,157.0,204.0,280.0,106.0,96.0,122.0,79.0,88.0,70.0,0.91
Beowolf,Jugdral,1454.07,141.0,120.0,185.0,166.0,81.0,119.0,100.0,128.0,101.0,0.93
Garon,Fates,1453.99,689.0,671.0,252.0,134.0,76.0,78.0,34.0,63.0,53.0,0.93
Ena,Tellius,1453.97,231.0,369.0,393.0,269.0,66.0,92.0,53.0,54.0,45.0,0.92
Nichol,Fates,1453.94,271.0,109.0,122.0,53.0,67.0,124.0,69.0,79.0,130.0,0.93
Vaida,Elibe,1453.88,126.0,179.0,238.0,192.0,113.0,129.0,130.0,138.0,14.0,0.94
Brady,Ylisse,1453.84,1040.0,555.0,690.0,99.0,70.0,77.0,57.0,33.0,46.0,0.95
Abel,Archanea,1453.79,1134.0,450.0,395.0,168.0,109.0,120.0,58.0,60.0,36.0,0.93
Merlinus (FE07),Elibe,1453.77,474.0,490.0,494.0,379.0,65.0,44.0,41.0,23.0,28.0,0.92
Sin,Elibe,1453.72,237.0,156.0,178.0,119.0,85.0,104.0,63.0,74.0,117.0,0.92
Brendan,Elibe,1453.66,,,,,115.0,85.0,85.0,52.0,49.0,0.94
Wendell,Archanea,1453.66,234.0,133.0,180.0,119.0,52.0,74.0,114.0,118.0,51.0,0.94
Caesar,Archanea,1453.65,232.0,124.0,123.0,111.0,146.0,70.0,62.0,63.0,67.0,0.96
Edain,Jugdral,1453.61,41.0,61.0,133.0,166.0,115.0,182.0,167.0,157.0,18.0,0.93
Diarmuid,Jugdral,1453.58,146.0,94.0,120.0,120.0,91.0,92.0,80.0,90.0,84.0,0.93
Elen,Elibe,1453.45,162.0,104.0,117.0,96.0,108.0,87.0,71.0,73.0,95.0,0.93
Kjelle,Ylisse,1453.42,791.0,560.0,680.0,73.0,40.0,55.0,36.0,24.0,15.0,0.93
Margrave Gautier,Fodlan,1453.41,,,,,,,120.0,47.0,45.0,0.94
Valbar,Valentia,1453.4,247.0,710.0,736.0,98.0,59.0,67.0,50.0,41.0,34.0,0.95
Chad,Elibe,1453.32,475.0,219.0,333.0,97.0,64.0,65.0,43.0,48.0,60.0,0.93
Orson,Magvel,1453.2,255.0,234.0,236.0,192.0,184.0,56.0,52.0,41.0,32.0,0.97
Gwendolyn,Elibe,1453.19,648.0,248.0,288.0,125.0,68.0,65.0,40.0,61.0,50.0,0.97
Muirne,Jugdral,1453.19,114.0,84.0,104.0,73.0,85.0,103.0,62.0,95.0,121.0,0.97
Niime,Elibe,1453.17,167.0,197.0,284.0,314.0,249.0,328.0,23.0,23.0,27.0,0.9
Lara,Jugdral,1453.13,233.0,235.0,220.0,150.0,122.0,147.0,100.0,42.0,28.0,0.98
Horace,Archanea,1453.13,204.0,131.0,146.0,97.0,93.0,109.0,112.0,76.0,55.0,0.94
Count Hevring,Fodlan,1453.11,,,,,,,121.0,57.0,25.0,0.97
Gotoh,Archanea,1453.09,132.0,217.0,386.0,239.0,121.0,131.0,106.0,30.0,24.0,0.95
Tanith,Tellius,1453.07,359.0,344.0,454.0,179.0,116.0,60.0,43.0,51.0,49.0,0.91
Seforia,Elyos,1453.04,,,,,,,,68.0,42.0,0.99
Tethys,Magvel,1453.01,518.0,1167.0,807.0,112.0,55.0,64.0,46.0,43.0,29.0,0.97
Jagen,Archanea,1452.99,907.0,211.0,294.0,155.0,66.0,73.0,61.0,65.0,38.0,0.95
Fiona,Tellius,1452.95,212.0,155.0,155.0,75.0,76.0,111.0,82.0,94.0,70.0,0.94
Yen'fay,Ylisse,1452.94,436.0,317.0,317.0,201.0,144.0,78.0,51.0,37.0,18.0,0.92
Frey,Archanea,1452.83,248.0,161.0,166.0,110.0,64.0,90.0,60.0,63.0,84.0,0.96
Zola,Fates,1452.76,375.0,193.0,200.0,103.0,74.0,102.0,83.0,75.0,52.0,0.97
Saias,Jugdral,1452.7,155.0,225.0,128.0,113.0,99.0,84.0,92.0,76.0,72.0,0.97
Trec,Elibe,1452.69,192.0,95.0,105.0,145.0,104.0,131.0,73.0,116.0,102.0,0.93
Guinivere (FE07),Elibe,1452.67,367.0,324.0,364.0,215.0,88.0,126.0,56.0,39.0,33.0,0.96
Percy,Fates,1452.67,373.0,200.0,220.0,121.0,70.0,124.0,78.0,48.0,55.0,0.94
Tina,Jugdral,1452.66,68.0,69.0,102.0,72.0,115.0,307.0,336.0,25.0,11.0,0.91
Matthis,Archanea,1452.64,214.0,105.0,127.0,483.0,178.0,824.0,20.0,23.0,6.0,0.92
Travant,Jugdral,1452.59,232.0,260.0,463.0,110.0,71.0,72.0,49.0,35.0,38.0,0.95
Mustafa,Ylisse,1452.52,1017.0,473.0,437.0,295.0,51.0,47.0,30.0,31.0,24.0,0.91
Gilbert,Fodlan,1452.47,,,,120.0,84.0,119.0,67.0,70.0,73.0,0.96
Coirpre,Jugdral,1452.46,36.0,16.0,43.0,28.0,25.0,37.0,235.0,164.0,157.0,0.88
Cervantes,Ylisse,1452.38,864.0,323.0,360.0,149.0,88.0,123.0,21.0,14.0,12.0,0.91
Marcus (FE06),Elibe,1452.31,232.0,143.0,182.0,114.0,98.0,111.0,58.0,57.0,58.0,0.93
Sedgar,Archanea,1452.3,328.0,190.0,232.0,135.0,82.0,50.0,49.0,63.0,45.0,0.95
Marisha,Archanea,1452.29,110.0,102.0,133.0,83.0,78.0,82.0,89.0,95.0,94.0,0.94
Phina,Archanea,1452.27,196.0,270.0,227.0,51.0,46.0,68.0,98.0,38.0,43.0,0.96
Roshea,Archanea,1452.14,240.0,157.0,212.0,154.0,142.0,45.0,43.0,53.0,34.0,0.99
Shannam,Jugdral,1452.12,63.0,80.0,97.0,96.0,105.0,109.0,100.0,76.0,64.0,0.95
Jubelo,Archanea,1451.96,135.0,78.0,48.0,37.0,32.0,86.0,105.0,104.0,179.0,0.94
Eyvel,Jugdral,1451.91,165.0,337.0,321.0,106.0,56.0,101.0,74.0,47.0,51.0,0.94
Bantu,Archanea,1451.89,348.0,558.0,516.0,120.0,42.0,44.0,52.0,24.0,30.0,0.95
Bors,Elibe,1451.84,205.0,123.0,111.0,44.0,90.0,196.0,101.0,90.0,18.0,0.92
Dagdar,Jugdral,1451.8,97.0,61.0,87.0,101.0,160.0,111.0,64.0,66.0,38.0,0.92
Shiva,Jugdral,1451.75,155.0,112.0,170.0,125.0,83.0,113.0,51.0,71.0,74.0,0.95
Yatsufusa/Gharnef,TMS #FE,1451.62,,,,162.0,69.0,93.0,73.0,34.0,32.0,0.97
Clive,Valentia,1451.61,75.0,209.0,171.0,107.0,86.0,73.0,67.0,50.0,65.0,0.98
Devdan,Tellius,1451.58,223.0,171.0,247.0,127.0,93.0,90.0,49.0,41.0,45.0,0.95
Hawkeye,Elibe,1451.57,456.0,216.0,239.0,133.0,63.0,61.0,57.0,59.0,20.0,0.96
Syrene,Magvel,1451.51,208.0,152.0,175.0,105.0,101.0,122.0,78.0,51.0,19.0,0.97
Daisy,Jugdral,1451.48,101.0,97.0,94.0,272.0,50.0,55.0,60.0,96.0,48.0,1.03
Silvia,Jugdral,1451.33,203.0,274.0,188.0,91.0,64.0,71.0,60.0,60.0,65.0,0.94
Lifis,Jugdral,1451.3,179.0,91.0,177.0,118.0,186.0,43.0,56.0,35.0,71.0,0.96
Miranda,Jugdral,1451.3,238.0,240.0,299.0,211.0,51.0,66.0,37.0,29.0,40.0,0.95
Caellach,Magvel,1451.3,171.0,257.0,229.0,199.0,38.0,54.0,36.0,33.0,57.0,0.98
Rainbow Sage,Fates,1451.28,428.0,230.0,284.0,86.0,46.0,79.0,41.0,48.0,35.0,0.97
Geese,Elibe,1451.16,267.0,232.0,261.0,187.0,51.0,57.0,23.0,41.0,25.0,0.96
Count Gloucester,Fodlan,1451.09,,,,,,,97.0,36.0,19.0,0.94
Jarod,Tellius,1451.07,146.0,181.0,123.0,72.0,118.0,116.0,75.0,86.0,23.0,0.93
Tomas (FE01/11),Archanea,1451.05,125.0,101.0,83.0,93.0,71.0,100.0,92.0,72.0,81.0,0.97
Elbert,Elibe,1451.04,,,,,65.0,64.0,56.0,72.0,54.0,1.0
Fargus,Elibe,1451.01,,,,,150.0,164.0,95.0,20.0,11.0,0.95
Hyacinth,Elyos,1450.97,,,,,,,,38.0,46.0,0.97
Kyle,Magvel,1450.95,262.0,127.0,136.0,110.0,82.0,127.0,81.0,70.0,16.0,0.96
Bastian,Tellius,1450.91,190.0,126.0,179.0,143.0,83.0,139.0,104.0,10.0,16.0,0.96
Saul,Elibe,1450.84,290.0,213.0,202.0,142.0,152.0,30.0,39.0,19.0,19.0,0.98
Lene,Jugdral,1450.74,143.0,127.0,245.0,95.0,85.0,85.0,51.0,54.0,49.0,0.97
Lombard,Jugdral,1450.7,73.0,69.0,125.0,116.0,80.0,79.0,62.0,52.0,66.0,0.94
Rafiel,Tellius,1450.64,149.0,408.0,377.0,317.0,30.0,41.0,28.0,29.0,25.0,0.97
Eremiya,Archanea,1450.6,126.0,220.0,366.0,288.0,39.0,74.0,33.0,43.0,29.0,0.95
Siegbert,Fates,1450.57,459.0,317.0,173.0,91.0,69.0,40.0,34.0,34.0,24.0,0.98
Riku/Abel,TMS #FE,1450.5,,,,164.0,78.0,87.0,43.0,30.0,33.0,0.99
Díthorba (Dithorba),Jugdral,1450.35,,,,,41.0,22.0,128.0,30.0,25.0,0.95
Randolph,Fodlan,1450.33,,,,176.0,76.0,76.0,69.0,42.0,29.0,1.0
Ronan,Jugdral,1450.24,133.0,233.0,167.0,423.0,60.0,46.0,44.0,26.0,52.0,0.94
Ryan,Archanea,1450.2,141.0,104.0,86.0,73.0,68.0,88.0,86.0,43.0,42.0,1.01
Desaix,Valentia,1450.19,59.0,54.0,57.0,30.0,17.0,17.0,791.0,82.0,23.0,0.9
Douglas,Elibe,1450.17,152.0,93.0,118.0,67.0,42.0,56.0,44.0,72.0,44.0,0.97
Anna (FE10),Tellius,1450.1,523.0,236.0,560.0,139.0,38.0,54.0,38.0,17.0,16.0,0.95
Merlinus (FE06),Elibe,1450.05,318.0,164.0,272.0,1456.0,30.0,19.0,12.0,10.0,29.0,0.91
Dozla,Magvel,1450.03,397.0,290.0,326.0,85.0,45.0,41.0,35.0,26.0,19.0,0.95
Arran,Archanea,1450.02,211.0,124.0,172.0,85.0,58.0,60.0,71.0,64.0,52.0,0.99
Jorge,Tellius,1449.97,39.0,21.0,1598.0,6728.0,27.0,6.0,18.0,4.0,5.0,0.88
Claud,Jugdral,1449.9,40.0,26.0,78.0,158.0,72.0,71.0,76.0,76.0,61.0,0.98
Raydrik,Jugdral,1449.84,50.0,56.0,65.0,51.0,280.0,37.0,36.0,39.0,39.0,0.97
Fred,Jugdral,1449.81,36.0,50.0,155.0,64.0,30.0,128.0,39.0,50.0,53.0,0.96
Salem,Jugdral,1449.81,118.0,107.0,108.0,152.0,140.0,120.0,21.0,28.0,15.0,0.95
Largo,Tellius,1449.63,196.0,112.0,138.0,59.0,68.0,77.0,44.0,43.0,35.0,0.99
Acheron,Fodlan,1449.62,,,,89.0,98.0,87.0,37.0,32.0,40.0,1.0
Juno,Elibe,1449.61,108.0,65.0,106.0,145.0,136.0,43.0,64.0,28.0,22.0,0.97
Jamke,Jugdral,1449.57,245.0,231.0,104.0,68.0,67.0,59.0,35.0,41.0,51.0,0.95
Gharnef,Archanea,1449.57,346.0,560.0,255.0,128.0,59.0,61.0,34.0,21.0,24.0,0.94
Jahn,Elibe,1449.56,60.0,68.0,63.0,85.0,60.0,72.0,64.0,72.0,60.0,0.95
Galle,Elibe,1449.52,273.0,255.0,301.0,185.0,36.0,27.0,28.0,28.0,27.0,0.99
Aimee,Tellius,1449.51,120.0,93.0,117.0,57.0,81.0,75.0,42.0,44.0,34.0,0.99
Cain (FE05),Jugdral,1449.49,55.0,16.0,38.0,21.0,45.0,45.0,56.0,107.0,79.0,0.96
Aida,Jugdral,1449.45,82.0,94.0,145.0,94.0,61.0,72.0,77.0,43.0,40.0,0.99
Daniela,Fates,1449.43,,,,,27.0,59.0,51.0,43.0,52.0,1.01
