CHARACTER,WORLD,SCORE,CYL 1 VOTES,CYL 2 VOTES,CYL 3 VOTES,CYL 4 VOTES,CYL 5 VOTES,CYL 6 VOTES,CYL 7 VOTES,CYL 8 VOTES,CYL 9 VOTES
Sleuf,Jugdral,1185.07,30.0,36.0,38.0,27.0,70.0,27.0,30.0,40.0,31.0
Xavier,Jugdral,1183.57,55.0,53.0,61.0,46.0,35.0,36.0,32.0,21.0,35.0
Kostas,Fodlan,1181.89,,,,107.0,68.0,37.0,19.0,12.0,5.0
Lester,Jugdral,1179.03,32.0,46.0,60.0,60.0,25.0,42.0,23.0,29.0,42.0
Belf,Archanea,1175.85,62.0,35.0,30.0,24.0,103.0,47.0,39.0,18.0,16.0
Kuen/Excellus,TMS #FE,1167.25,,,,67.0,28.0,36.0,18.0,11.0,25.0
Macellan,Archanea,1166.86,86.0,61.0,68.0,48.0,11.0,28.0,23.0,20.0,16.0
Brian,Jugdral,1166.3,40.0,44.0,55.0,67.0,41.0,36.0,12.0,21.0,21.0
Massena,Valentia,1163.15,,48.0,45.0,34.0,14.0,30.0,34.0,23.0,25.0
Duke Aegir,Fodlan,1162.93,,,,254.0,55.0,62.0,20.0,9.0,9.0
Yoder,Elibe,1162.83,52.0,30.0,33.0,19.0,6.0,45.0,20.0,21.0,21.0
Roderick,Archanea,1162.75,69.0,57.0,64.0,39.0,28.0,26.0,18.0,18.0,18.0
Beck,Archanea,1162.6,119.0,71.0,75.0,56.0,36.0,26.0,16.0,25.0,34.0
Dalsin,Jugdral,1162.58,39.0,25.0,35.0,99.0,56.0,37.0,20.0,28.0,27.0
Ward (Wade),Elibe,1162.45,71.0,38.0,29.0,41.0,38.0,33.0,22.0,29.0,20.0
Durban,Elibe,1160.98,,,,,32.0,33.0,17.0,20.0,16.0
Jeanne,Jugdral,1158.36,54.0,51.0,63.0,35.0,16.0,25.0,48.0,22.0,30.0
Fuga,Fates,1155.73,225.0,124.0,133.0,53.0,27.0,35.0,37.0,9.0,7.0
Warren,Archanea,1154.14,47.0,40.0,37.0,31.0,30.0,25.0,35.0,19.0,21.0
Andrey,Jugdral,1151.84,100.0,46.0,56.0,53.0,26.0,24.0,17.0,21.0,28.0
Chagall,Jugdral,1150.57,35.0,26.0,52.0,21.0,23.0,16.0,18.0,25.0,54.0
Shiharam,Tellius,1148.1,,,,,52.0,20.0,15.0,16.0,11.0
Sandima,Jugdral,1146.82,64.0,37.0,42.0,26.0,20.0,40.0,6.0,10.0,50.0
Garret,Elibe,1146.44,52.0,40.0,36.0,21.0,16.0,23.0,44.0,48.0,20.0
Barthe,Elibe,1137.92,117.0,54.0,57.0,30.0,18.0,21.0,15.0,18.0,26.0
Troude,Jugdral,1136.74,33.0,21.0,61.0,23.0,25.0,21.0,18.0,49.0,24.0
Chouten/Pheros,TMS #FE,1136.63,,,,36.0,23.0,47.0,13.0,13.0,16.0
Dayan,Elibe,1135.61,39.0,27.0,31.0,40.0,30.0,26.0,21.0,23.0,27.0
Chikaomi/Lon'qu,TMS #FE,1135.35,,,,62.0,28.0,27.0,21.0,12.0,15.0
Aelfric,Fodlan,1133.97,,,,,69.0,29.0,25.0,8.0,3.0
Slayde,Valentia,1128.24,,52.0,62.0,37.0,31.0,32.0,18.0,15.0,6.0
Senno,Fates,1125.38,,,,,18.0,23.0,19.0,15.0,17.0
Tristan,Jugdral,1123.85,50.0,34.0,51.0,27.0,21.0,20.0,6.0,12.0,28.0
Solon,Fodlan,1123.07,,,,86.0,45.0,11.0,8.0,11.0,8.0
Bertram,Tellius,1119.62,97.0,105.0,129.0,52.0,39.0,19.0,7.0,3.0,15.0
Lekain,Tellius,1119.19,,,,,6.0,16.0,16.0,20.0,14.0
Teru/Garrick,TMS #FE,1117.03,,,,52.0,20.0,46.0,17.0,8.0,16.0
Hilda (FE04),Jugdral,1115.81,32.0,44.0,51.0,73.0,66.0,58.0,17.0,8.0,6.0
Blake,Valentia,1113.83,,49.0,39.0,29.0,15.0,22.0,18.0,15.0,19.0
Boah,Archanea,1113.17,118.0,76.0,103.0,48.0,19.0,25.0,11.0,17.0,13.0
Hellene,Elibe,1111.17,,,,,20.0,25.0,13.0,14.0,13.0
Lloyd (FE14),Fates,1101.07,,,,,24.0,30.0,13.0,8.0,15.0
Lonato,Fodlan,1098.65,,,,35.0,17.0,22.0,21.0,5.0,14.0
Hermina,Jugdral,1097.83,34.0,21.0,21.0,22.0,20.0,8.0,44.0,26.0,7.0
Frost,Archanea,1093.79,29.0,20.0,11.0,59.0,17.0,11.0,36.0,13.0,6.0
Llewelyn,Fates,1091.89,,,,,18.0,15.0,7.0,11.0,20.0
Munnir,Jugdral,1090.47,44.0,22.0,34.0,22.0,21.0,15.0,42.0,11.0,16.0
Deimne,Jugdral,1086.87,27.0,18.0,19.0,43.0,13.0,24.0,15.0,12.0,17.0
Conomor,Jugdral,1085.44,27.0,30.0,44.0,18.0,11.0,30.0,19.0,14.0,12.0
Zhara,Fates,1084.31,,,,,25.0,18.0,19.0,8.0,6.0
Alva,Jugdral,1083.34,57.0,40.0,38.0,25.0,27.0,18.0,12.0,10.0,14.0
Grieth,Valentia,1078.86,43.0,38.0,48.0,19.0,14.0,18.0,12.0,7.0,18.0
Murdock (FE07),Elibe,1072.79,,,,,35.0,28.0,9.0,8.0,5.0
Asaello,Jugdral,1071.9,36.0,24.0,28.0,23.0,22.0,18.0,12.0,20.0,11.0
Luke,Archanea,1071.15,75.0,44.0,58.0,39.0,12.0,24.0,6.0,11.0,5.0
Dalvin,Jugdral,1068.5,35.0,15.0,29.0,11.0,14.0,22.0,5.0,41.0,20.0
Ludveck,Tellius,1068.32,,,,,23.0,11.0,8.0,12.0,11.0
Pallardó (Pallardo),Fodlan,1068.04,,,,51.0,16.0,21.0,21.0,6.0,9.0
Lord Arundel,Fodlan,1066.83,,,,38.0,18.0,22.0,5.0,13.0,12.0
Funke,Fates,1064.86,,,,,18.0,14.0,8.0,12.0,19.0
Riev,Magvel,1064.47,48.0,58.0,51.0,28.0,32.0,24.0,9.0,8.0,4.0
Tatarrah,Valentia,1063.44,,57.0,67.0,29.0,18.0,19.0,7.0,3.0,11.0
Charlot,Jugdral,1059.77,28.0,15.0,26.0,22.0,33.0,19.0,12.0,13.0,11.0
Kasatai,Tellius,1057.02,,,,,8.0,32.0,8.0,8.0,13.0
Dice,Archanea,1056.89,80.0,23.0,31.0,45.0,11.0,13.0,11.0,3.0,23.0
Kutuzov,Jugdral,1054.79,58.0,27.0,38.0,25.0,15.0,19.0,8.0,16.0,10.0
Halvan,Jugdral,1054.47,102.0,36.0,28.0,22.0,17.0,12.0,25.0,8.0,10.0
Hayden,Magvel,1053.71,30.0,21.0,32.0,11.0,10.0,16.0,7.0,11.0,16.0
Tarba,Fates,1051.3,,,,,18.0,13.0,17.0,7.0,12.0
Jerome,Valentia,1047.55,,40.0,28.0,13.0,29.0,7.0,21.0,6.0,11.0
Daniel,Tellius,1041.74,29.0,25.0,22.0,12.0,51.0,25.0,14.0,4.0,9.0
Izuka,Tellius,1040.93,33.0,36.0,28.0,12.0,15.0,14.0,13.0,13.0,13.0
Cimbaeth,Jugdral,1040.82,27.0,25.0,30.0,16.0,13.0,18.0,6.0,16.0,7.0
Malledus,Archanea,1039.79,43.0,37.0,33.0,21.0,8.0,11.0,22.0,16.0,5.0
Reiden,Archanea,1035.83,46.0,30.0,31.0,52.0,9.0,8.0,6.0,6.0,8.0
Alder,Tellius,1034.89,,,,,2.0,13.0,1.0,39.0,10.0
Muston,Tellius,1030.52,39.0,21.0,30.0,14.0,16.0,15.0,7.0,1.0,18.0
Zelot,Elibe,1026.42,60.0,34.0,47.0,26.0,18.0,16.0,8.0,8.0,8.0
Veld,Jugdral,1013.6,45.0,37.0,34.0,13.0,26.0,17.0,3.0,15.0,2.0
Tomas (FE16),Fodlan,1001.05,,,,42.0,9.0,12.0,6.0,4.0,3.0
Halcyon,Valentia,999.33,,26.0,18.0,11.0,8.0,11.0,6.0,11.0,5.0
Gwendal,Fodlan,996.24,,,,28.0,17.0,14.0,8.0,4.0,6.0
Barth,Valentia,994.71,,21.0,49.0,21.0,12.0,16.0,9.0,6.0,2.0
Roberto,Archanea,992.18,50.0,22.0,21.0,19.0,11.0,15.0,7.0,3.0,7.0
Hetzel,Tellius,990.02,33.0,36.0,20.0,12.0,12.0,16.0,9.0,6.0,7.0
Scipio,Jugdral,989.31,28.0,17.0,19.0,19.0,12.0,12.0,8.0,4.0,5.0
Desmond,Elibe,985.01,,,,,11.0,7.0,4.0,11.0,10.0
Dolth,Valentia,980.68,,46.0,32.0,24.0,2.0,21.0,8.0,4.0,5.0
Lundgren,Elibe,976.28,,,,,9.0,7.0,3.0,6.0,10.0
Numida,Tellius,974.09,,,,,11.0,10.0,4.0,14.0,4.0
Garth,Valentia,934.77,,7.0,41.0,16.0,7.0,7.0,5.0,3.0,3.0
Danann,Jugdral,929.4,18.0,14.0,16.0,136.0,3.0,8.0,5.0,3.0,5.0
