CHARACTER,WORLD,SCORE,CYL 1 VOTES,CYL 2 VOTES,CYL 3 VOTES,CYL 4 VOTES,CYL 5 VOTES,CYL 6 VOTES,CYL 7 VOTES,CYL 8 VOTES,CYL 9 VOTES
Elimine,Elibe,1415.7,,,,,,,,,66.0
Lana,Jugdral,1415.44,199.0,129.0,184.0,219.0,161.0,166.0,185.0,183.0,232.0
Lex,Jugdral,1415.24,426.0,510.0,870.0,738.0,469.0,74.0,50.0,45.0,36.0
Heath,Elibe,1415.06,908.0,774.0,879.0,621.0,91.0,111.0,62.0,71.0,61.0
Gerome,Ylisse,1415.06,1867.0,1513.0,485.0,174.0,81.0,110.0,97.0,64.0,77.0
Lena,Archanea,1414.44,493.0,388.0,642.0,448.0,75.0,108.0,84.0,70.0,75.0
Cecil,Archanea,1413.32,186.0,158.0,207.0,152.0,168.0,190.0,133.0,101.0,94.0
Forsyth,Valentia,1411.81,54.0,839.0,820.0,174.0,144.0,150.0,101.0,92.0,105.0
Karel (FE07),Elibe,1411.78,770.0,341.0,321.0,157.0,108.0,111.0,59.0,86.0,92.0
Hisame,Fates,1411.53,378.0,173.0,186.0,95.0,73.0,73.0,74.0,203.0,243.0
Arlen,Archanea,1410.47,261.0,168.0,246.0,216.0,166.0,181.0,342.0,177.0,28.0
Walhart,Ylisse,1410.17,1045.0,1335.0,322.0,168.0,107.0,117.0,60.0,41.0,47.0
Naoise,Jugdral,1409.83,262.0,150.0,232.0,202.0,167.0,188.0,139.0,113.0,129.0
Arion,Jugdral,1409.82,101.0,198.0,381.0,379.0,267.0,262.0,234.0,26.0,24.0
Febail,Jugdral,1407.33,217.0,162.0,262.0,220.0,174.0,168.0,167.0,45.0,66.0
Noah,Elibe,1406.61,347.0,276.0,296.0,197.0,190.0,240.0,176.0,60.0,35.0
Makalov,Tellius,1406.16,216.0,132.0,116.0,148.0,96.0,168.0,157.0,125.0,124.0
Lindon,Elyos,1405.36,,,,,,,,97.0,43.0
Ladislava,Fodlan,1405.15,,,,155.0,100.0,158.0,114.0,91.0,79.0
Yuliya,Archanea,1404.9,161.0,147.0,200.0,144.0,133.0,181.0,378.0,142.0,50.0
Gray,Valentia,1404.66,115.0,685.0,384.0,193.0,112.0,225.0,115.0,119.0,84.0
Zeiss,Elibe,1404.62,308.0,159.0,211.0,203.0,203.0,240.0,161.0,158.0,61.0
Legion,Archanea,1403.75,218.0,352.0,327.0,172.0,146.0,164.0,101.0,86.0,57.0
Julian,Archanea,1403.53,715.0,638.0,890.0,622.0,122.0,109.0,46.0,79.0,63.0
Midia,Archanea,1403.27,162.0,162.0,200.0,182.0,121.0,139.0,153.0,160.0,144.0
Chulainn,Jugdral,1403.11,256.0,289.0,334.0,280.0,195.0,186.0,164.0,194.0,38.0
Elffin,Elibe,1402.88,83.0,140.0,170.0,204.0,171.0,173.0,180.0,171.0,23.0
Bramimond,Elibe,1402.34,,,,,205.0,172.0,61.0,57.0,66.0
Ashera,Tellius,1402.13,316.0,601.0,1079.0,568.0,461.0,94.0,46.0,35.0,23.0
Ewan,Magvel,1400.65,930.0,1010.0,817.0,138.0,79.0,103.0,84.0,86.0,93.0
Shiro,Fates,1400.18,932.0,675.0,526.0,191.0,101.0,115.0,63.0,56.0,48.0
Gunter,Fates,1400.05,813.0,261.0,283.0,175.0,75.0,124.0,81.0,80.0,76.0
Kamui,Valentia,1400.02,147.0,526.0,438.0,401.0,325.0,415.0,51.0,29.0,19.0
Candace,Fates,1399.15,426.0,208.0,255.0,89.0,100.0,192.0,147.0,120.0,32.0
Yune,Tellius,1398.68,428.0,488.0,878.0,367.0,105.0,102.0,89.0,78.0,44.0
Malice,Archanea,1398.67,397.0,491.0,563.0,320.0,262.0,74.0,49.0,45.0,75.0
Brendan,Elibe,1398.53,,,,,115.0,85.0,85.0,52.0,49.0
Edain,Jugdral,1397.96,41.0,61.0,133.0,166.0,115.0,182.0,167.0,157.0,18.0
Lot,Elibe,1397.96,3218.0,802.0,532.0,221.0,111.0,65.0,48.0,60.0,42.0
Sigrun,Tellius,1397.53,599.0,759.0,1136.0,170.0,84.0,77.0,54.0,66.0,45.0
Hestia,Valentia,1396.69,,533.0,753.0,331.0,170.0,215.0,124.0,22.0,11.0
Ogier,Elibe,1396.02,232.0,111.0,186.0,135.0,153.0,189.0,169.0,127.0,30.0
Ephidel,Elibe,1395.91,301.0,282.0,270.0,220.0,144.0,122.0,123.0,88.0,86.0
Farina,Elibe,1395.73,719.0,426.0,449.0,434.0,428.0,70.0,43.0,43.0,48.0
Carrion,Jugdral,1395.41,224.0,143.0,151.0,222.0,107.0,127.0,96.0,132.0,67.0
Saphir,Elyos,1393.9,,,,,,,,74.0,49.0
Amalda,Jugdral,1393.55,59.0,127.0,139.0,106.0,123.0,141.0,120.0,132.0,102.0
Rudolf,Valentia,1393.52,95.0,621.0,666.0,432.0,123.0,139.0,67.0,77.0,49.0
Cath,Elibe,1393.26,300.0,194.0,253.0,190.0,471.0,229.0,88.0,50.0,54.0
Basilio,Ylisse,1393.24,994.0,711.0,834.0,427.0,282.0,43.0,54.0,25.0,35.0
Samuel ,Archanea,1392.96,148.0,98.0,113.0,406.0,96.0,130.0,70.0,77.0,79.0
August,Jugdral,1392.65,,,,,355.0,304.0,36.0,26.0,27.0
Marty,Jugdral,1392.5,433.0,230.0,238.0,128.0,104.0,150.0,168.0,113.0,63.0
Melady,Elibe,1389.87,545.0,618.0,666.0,477.0,71.0,92.0,71.0,61.0,48.0
Ganglöt (Ganglot),Heroes,1388.92,,,,,,,157.0,50.0,39.0
Wallace,Elibe,1388.92,442.0,326.0,333.0,172.0,95.0,127.0,85.0,87.0,83.0
Jake,Archanea,1388.64,209.0,159.0,242.0,171.0,114.0,132.0,84.0,89.0,79.0
Amy,Tellius,1388.52,364.0,291.0,284.0,113.0,70.0,156.0,83.0,172.0,94.0
Mycen,Valentia,1388.14,85.0,399.0,342.0,214.0,235.0,265.0,182.0,22.0,15.0
Haitaka,Fates,1387.84,,,,,76.0,158.0,89.0,112.0,57.0
Brady,Ylisse,1386.05,1040.0,555.0,690.0,99.0,70.0,77.0,57.0,33.0,46.0
Draug,Archanea,1385.99,819.0,289.0,326.0,181.0,119.0,104.0,60.0,49.0,53.0
Isadora,Elibe,1385.41,274.0,257.0,350.0,235.0,182.0,189.0,143.0,32.0,16.0
Beowolf,Jugdral,1384.36,141.0,120.0,185.0,166.0,81.0,119.0,100.0,128.0,101.0
Alen,Elibe,1383.95,290.0,141.0,187.0,195.0,120.0,125.0,79.0,97.0,120.0
Abel,Archanea,1383.25,1134.0,450.0,395.0,168.0,109.0,120.0,58.0,60.0,36.0
Linus,Elibe,1382.85,284.0,635.0,322.0,224.0,116.0,133.0,113.0,93.0,67.0
Flavia,Ylisse,1381.73,1036.0,967.0,1320.0,568.0,369.0,35.0,74.0,25.0,30.0
Yatsufusa/Gharnef,TMS #FE,1381.39,,,,162.0,69.0,93.0,73.0,34.0,32.0
Sully,Ylisse,1380.45,1938.0,321.0,323.0,102.0,70.0,105.0,67.0,72.0,59.0
Vyland,Archanea,1380.28,675.0,270.0,317.0,176.0,128.0,90.0,141.0,85.0,39.0
Asugi,Fates,1378.91,823.0,289.0,305.0,132.0,79.0,91.0,77.0,67.0,59.0
Fergus,Jugdral,1378.59,97.0,83.0,139.0,105.0,104.0,109.0,113.0,101.0,102.0
Gatrie,Tellius,1378.54,562.0,424.0,447.0,266.0,57.0,89.0,51.0,64.0,55.0
Lyre,Tellius,1378.11,460.0,443.0,532.0,290.0,214.0,89.0,42.0,47.0,34.0
Vaida,Elibe,1377.53,126.0,179.0,238.0,192.0,113.0,129.0,130.0,138.0,14.0
Ethlyn,Jugdral,1375.92,465.0,532.0,298.0,166.0,98.0,131.0,58.0,71.0,54.0
Atlas,Valentia,1375.29,67.0,479.0,559.0,298.0,237.0,313.0,31.0,31.0,25.0
Petrine,Tellius,1375.05,325.0,514.0,621.0,366.0,79.0,121.0,71.0,67.0,45.0
Kempf,Jugdral,1373.04,157.0,204.0,280.0,106.0,96.0,122.0,79.0,88.0,70.0
Duma,Valentia,1370.9,,503.0,677.0,288.0,91.0,97.0,78.0,52.0,44.0
Ulki,Tellius,1369.65,226.0,141.0,171.0,101.0,99.0,106.0,101.0,100.0,199.0
Hinata,Fates,1368.56,1427.0,357.0,358.0,135.0,75.0,80.0,133.0,74.0,34.0
Kyle,Magvel,1368.13,262.0,127.0,136.0,110.0,82.0,127.0,81.0,70.0,16.0
Fee,Jugdral,1367.89,228.0,118.0,175.0,161.0,128.0,181.0,197.0,39.0,40.0
Asbel,Jugdral,1367.15,279.0,257.0,407.0,446.0,80.0,114.0,69.0,69.0,49.0
Sin,Elibe,1366.65,237.0,156.0,178.0,119.0,85.0,104.0,63.0,74.0,117.0
Gilbert,Fodlan,1366.59,,,,120.0,84.0,119.0,67.0,70.0,73.0
Midir,Jugdral,1366.13,173.0,116.0,137.0,130.0,122.0,182.0,133.0,104.0,55.0
Margrave Gautier,Fodlan,1365.75,,,,,,,120.0,47.0,45.0
Jedah,Valentia,1363.46,,247.0,303.0,156.0,78.0,124.0,74.0,70.0,77.0
Saias,Jugdral,1363.32,155.0,225.0,128.0,113.0,99.0,84.0,92.0,76.0,72.0
Samson,Archanea,1362.77,160.0,202.0,356.0,186.0,106.0,112.0,78.0,97.0,54.0
Diarmuid,Jugdral,1361.93,146.0,94.0,120.0,120.0,91.0,92.0,80.0,90.0,84.0
Lifis,Jugdral,1361.79,179.0,91.0,177.0,118.0,186.0,43.0,56.0,35.0,71.0
Geitz,Elibe,1360.12,219.0,162.0,178.0,155.0,147.0,148.0,91.0,114.0,90.0
Brunnya,Elibe,1359.73,280.0,444.0,566.0,210.0,132.0,117.0,73.0,67.0,45.0
Seforia,Elyos,1359.65,,,,,,,,68.0,42.0
Harken,Elibe,1359.19,299.0,353.0,333.0,256.0,140.0,189.0,118.0,22.0,36.0
Homer,Jugdral,1358.33,66.0,92.0,162.0,87.0,120.0,158.0,113.0,239.0,110.0
Trec,Elibe,1357.99,192.0,95.0,105.0,145.0,104.0,131.0,73.0,116.0,102.0
Horace,Archanea,1356.55,204.0,131.0,146.0,97.0,93.0,109.0,112.0,76.0,55.0
Niime,Elibe,1356.5,167.0,197.0,284.0,314.0,249.0,328.0,23.0,23.0,27.0
Garon,Fates,1356.46,689.0,671.0,252.0,134.0,76.0,78.0,34.0,63.0,53.0
Renault,Elibe,1354.9,143.0,117.0,170.0,148.0,135.0,120.0,96.0,112.0,88.0
Guinivere (FE07),Elibe,1352.65,367.0,324.0,364.0,215.0,88.0,126.0,56.0,39.0,33.0
Natasha,Magvel,1352.39,421.0,588.0,648.0,484.0,41.0,90.0,37.0,42.0,47.0
Laylea,Jugdral,1351.83,70.0,125.0,173.0,108.0,63.0,221.0,101.0,79.0,96.0
Tanith,Tellius,1350.8,359.0,344.0,454.0,179.0,116.0,60.0,43.0,51.0,49.0
Azama,Fates,1350.31,1180.0,464.0,381.0,167.0,91.0,109.0,72.0,53.0,45.0
Tauroneo,Tellius,1349.8,219.0,224.0,244.0,95.0,104.0,122.0,90.0,90.0,58.0
Matthis,Archanea,1348.61,214.0,105.0,127.0,483.0,178.0,824.0,20.0,23.0,6.0
Frey,Archanea,1346.95,248.0,161.0,166.0,110.0,64.0,90.0,60.0,63.0,84.0
Daisy,Jugdral,1344.6,101.0,97.0,94.0,272.0,50.0,55.0,60.0,96.0,48.0
Count Hevring,Fodlan,1343.97,,,,,,,121.0,57.0,25.0
Caesar,Archanea,1342.72,232.0,124.0,123.0,111.0,146.0,70.0,62.0,63.0,67.0
Merlinus (FE07),Elibe,1341.68,474.0,490.0,494.0,379.0,65.0,44.0,41.0,23.0,28.0
Kjelle,Ylisse,1341.32,791.0,560.0,680.0,73.0,40.0,55.0,36.0,24.0,15.0
Zola,Fates,1340.31,375.0,193.0,200.0,103.0,74.0,102.0,83.0,75.0,52.0
Gwendolyn,Elibe,1339.86,648.0,248.0,288.0,125.0,68.0,65.0,40.0,61.0,50.0
Marisha,Archanea,1338.39,110.0,102.0,133.0,83.0,78.0,82.0,89.0,95.0,94.0
Elbert,Elibe,1337.3,,,,,65.0,64.0,56.0,72.0,54.0
Lene,Jugdral,1336.63,143.0,127.0,245.0,95.0,85.0,85.0,51.0,54.0,49.0
Ena,Tellius,1336.54,231.0,369.0,393.0,269.0,66.0,92.0,53.0,54.0,45.0
Galzus,Jugdral,1336.27,152.0,214.0,299.0,342.0,302.0,294.0,33.0,42.0,21.0
Murdock (FE06),Elibe,1335.56,119.0,155.0,217.0,217.0,210.0,190.0,141.0,11.0,19.0
Wendell,Archanea,1335.32,234.0,133.0,180.0,119.0,52.0,74.0,114.0,118.0,51.0
Tethys,Magvel,1333.85,518.0,1167.0,807.0,112.0,55.0,64.0,46.0,43.0,29.0
Elen,Elibe,1332.02,162.0,104.0,117.0,96.0,108.0,87.0,71.0,73.0,95.0
Shannam,Jugdral,1332.0,63.0,80.0,97.0,96.0,105.0,109.0,100.0,76.0,64.0
Tomas (FE01/11),Archanea,1331.43,125.0,101.0,83.0,93.0,71.0,100.0,92.0,72.0,81.0
Gotoh,Archanea,1329.87,132.0,217.0,386.0,239.0,121.0,131.0,106.0,30.0,24.0
Yukimura,Fates,1329.3,310.0,219.0,198.0,144.0,83.0,111.0,128.0,118.0,29.0
Fiona,Tellius,1328.4,212.0,155.0,155.0,75.0,76.0,111.0,82.0,94.0,70.0
Lara,Jugdral,1328.33,233.0,235.0,220.0,150.0,122.0,147.0,100.0,42.0,28.0
Valbar,Valentia,1328.29,247.0,710.0,736.0,98.0,59.0,67.0,50.0,41.0,34.0
Silvia,Jugdral,1327.97,203.0,274.0,188.0,91.0,64.0,71.0,60.0,60.0,65.0
Percy,Fates,1326.8,373.0,200.0,220.0,121.0,70.0,124.0,78.0,48.0,55.0
Yen'fay,Ylisse,1326.63,436.0,317.0,317.0,201.0,144.0,78.0,51.0,37.0,18.0
Nichol,Fates,1325.67,271.0,109.0,122.0,53.0,67.0,124.0,69.0,79.0,130.0
Count Gloucester,Fodlan,1323.7,,,,,,,97.0,36.0,19.0
Jarod,Tellius,1323.65,146.0,181.0,123.0,72.0,118.0,116.0,75.0,86.0,23.0
Jagen,Archanea,1323.35,907.0,211.0,294.0,155.0,66.0,73.0,61.0,65.0,38.0
Jubelo,Archanea,1322.66,135.0,78.0,48.0,37.0,32.0,86.0,105.0,104.0,179.0
Bors,Elibe,1322.57,205.0,123.0,111.0,44.0,90.0,196.0,101.0,90.0,18.0
Miranda,Jugdral,1322.37,238.0,240.0,299.0,211.0,51.0,66.0,37.0,29.0,40.0
Marcus (FE06),Elibe,1321.35,232.0,143.0,182.0,114.0,98.0,111.0,58.0,57.0,58.0
Chad,Elibe,1321.15,475.0,219.0,333.0,97.0,64.0,65.0,43.0,48.0,60.0
Syrene,Magvel,1320.09,208.0,152.0,175.0,105.0,101.0,122.0,78.0,51.0,19.0
Randolph,Fodlan,1320.09,,,,176.0,76.0,76.0,69.0,42.0,29.0
Muirne,Jugdral,1318.63,114.0,84.0,104.0,73.0,85.0,103.0,62.0,95.0,121.0
Eyvel,Jugdral,1318.34,165.0,337.0,321.0,106.0,56.0,101.0,74.0,47.0,51.0
Clive,Valentia,1317.33,75.0,209.0,171.0,107.0,86.0,73.0,67.0,50.0,65.0
Shiva,Jugdral,1316.29,155.0,112.0,170.0,125.0,83.0,113.0,51.0,71.0,74.0
Lombard,Jugdral,1314.49,73.0,69.0,125.0,116.0,80.0,79.0,62.0,52.0,66.0
Hyacinth,Elyos,1314.17,,,,,,,,38.0,46.0
Sedgar,Archanea,1312.97,328.0,190.0,232.0,135.0,82.0,50.0,49.0,63.0,45.0
Caellach,Magvel,1312.54,171.0,257.0,229.0,199.0,38.0,54.0,36.0,33.0,57.0
Eda,Jugdral,1311.99,115.0,96.0,112.0,95.0,72.0,47.0,40.0,59.0,53.0
Dryas,Jugdral,1310.93,,,,,58.0,37.0,45.0,56.0,25.0
Orson,Magvel,1310.63,255.0,234.0,236.0,192.0,184.0,56.0,52.0,41.0,32.0
Acheron,Fodlan,1309.71,,,,89.0,98.0,87.0,37.0,32.0,40.0
Bryce,Tellius,1308.44,,,,,61.0,49.0,49.0,35.0,45.0
Phila,Ylisse,1307.53,,,,,161.0,182.0,20.0,17.0,17.0
Travant,Jugdral,1306.13,232.0,260.0,463.0,110.0,71.0,72.0,49.0,35.0,38.0
Dagdar,Jugdral,1305.69,97.0,61.0,87.0,101.0,160.0,111.0,64.0,66.0,38.0
Coirpre,Jugdral,1305.61,36.0,16.0,43.0,28.0,25.0,37.0,235.0,164.0,157.0
Bantu,Archanea,1303.92,348.0,558.0,516.0,120.0,42.0,44.0,52.0,24.0,30.0
Bartre (FE06),Elibe,1299.67,159.0,291.0,157.0,79.0,52.0,62.0,39.0,31.0,34.0
Devdan,Tellius,1298.98,223.0,171.0,247.0,127.0,93.0,90.0,49.0,41.0,45.0
Fargus,Elibe,1298.31,,,,,150.0,164.0,95.0,20.0,11.0
Eremiya,Archanea,1298.26,126.0,220.0,366.0,288.0,39.0,74.0,33.0,43.0,29.0
Aida,Jugdral,1297.94,82.0,94.0,145.0,94.0,61.0,72.0,77.0,43.0,40.0
Anna (FE10),Tellius,1296.35,523.0,236.0,560.0,139.0,38.0,54.0,38.0,17.0,16.0
Cervantes,Ylisse,1294.53,864.0,323.0,360.0,149.0,88.0,123.0,21.0,14.0,12.0
Hawkeye,Elibe,1292.21,456.0,216.0,239.0,133.0,63.0,61.0,57.0,59.0,20.0
Cain (FE05),Jugdral,1291.8,55.0,16.0,38.0,21.0,45.0,45.0,56.0,107.0,79.0
Tina,Jugdral,1289.66,68.0,69.0,102.0,72.0,115.0,307.0,336.0,25.0,11.0
Renning,Tellius,1289.12,153.0,130.0,166.0,92.0,50.0,82.0,40.0,40.0,23.0
Jamke,Jugdral,1288.74,245.0,231.0,104.0,68.0,67.0,59.0,35.0,41.0,51.0
Validar,Ylisse,1288.48,425.0,248.0,360.0,205.0,143.0,157.0,113.0,16.0,5.0
Cord,Archanea,1287.56,233.0,102.0,128.0,112.0,72.0,60.0,41.0,28.0,41.0
Largo,Tellius,1287.11,196.0,112.0,138.0,59.0,68.0,77.0,44.0,43.0,35.0
Claud,Jugdral,1286.93,40.0,26.0,78.0,158.0,72.0,71.0,76.0,76.0,61.0
Phina,Archanea,1286.9,196.0,270.0,227.0,51.0,46.0,68.0,98.0,38.0,43.0
Riku/Abel,TMS #FE,1286.75,,,,164.0,78.0,87.0,43.0,30.0,33.0
Raydrik,Jugdral,1286.62,50.0,56.0,65.0,51.0,280.0,37.0,36.0,39.0,39.0
Ryan,Archanea,1286.41,141.0,104.0,86.0,73.0,68.0,88.0,86.0,43.0,42.0
Ronan,Jugdral,1285.34,133.0,233.0,167.0,423.0,60.0,46.0,44.0,26.0,52.0
Rainbow Sage,Fates,1284.74,428.0,230.0,284.0,86.0,46.0,79.0,41.0,48.0,35.0
Roshea,Archanea,1284.11,240.0,157.0,212.0,154.0,142.0,45.0,43.0,53.0,34.0
Gareth,Tellius,1283.67,198.0,116.0,128.0,84.0,62.0,60.0,51.0,42.0,28.0
Ignatius,Fates,1283.07,214.0,140.0,137.0,52.0,43.0,57.0,44.0,47.0,42.0
Rafiel,Tellius,1282.24,149.0,408.0,377.0,317.0,30.0,41.0,28.0,29.0,25.0
Mustafa,Ylisse,1282.02,1017.0,473.0,437.0,295.0,51.0,47.0,30.0,31.0,24.0
Gharnef,Archanea,1281.94,346.0,560.0,255.0,128.0,59.0,61.0,34.0,21.0,24.0
Linda,Jugdral,1279.32,75.0,76.0,99.0,69.0,57.0,37.0,78.0,56.0,70.0
Díthorba (Dithorba),Jugdral,1275.31,,,,,41.0,22.0,128.0,30.0,25.0
Fado,Magvel,1275.07,104.0,118.0,187.0,105.0,43.0,83.0,46.0,28.0,30.0
Arran,Archanea,1275.02,211.0,124.0,172.0,85.0,58.0,60.0,71.0,64.0,52.0
Perne,Jugdral,1273.47,63.0,30.0,50.0,40.0,59.0,57.0,55.0,10.0,46.0
Bord,Archanea,1273.39,268.0,84.0,125.0,83.0,54.0,55.0,33.0,27.0,39.0
Desaix,Valentia,1273.16,59.0,54.0,57.0,30.0,17.0,17.0,791.0,82.0,23.0
Jahn,Elibe,1272.61,60.0,68.0,63.0,85.0,60.0,72.0,64.0,72.0,60.0
Gazak,Fates,1272.45,,,,,59.0,65.0,41.0,34.0,37.0
Ilios,Jugdral,1270.79,106.0,83.0,71.0,50.0,47.0,58.0,44.0,53.0,67.0
Douglas,Elibe,1269.44,152.0,93.0,118.0,67.0,42.0,56.0,44.0,72.0,44.0
Galle,Elibe,1268.81,273.0,255.0,301.0,185.0,36.0,27.0,28.0,28.0,27.0
Daniela,Fates,1268.65,,,,,27.0,59.0,51.0,43.0,52.0
Bastian,Tellius,1267.05,190.0,126.0,179.0,143.0,83.0,139.0,104.0,10.0,16.0
Geese,Elibe,1265.82,267.0,232.0,261.0,187.0,51.0,57.0,23.0,41.0,25.0
Kumagera,Fates,1262.79,,,,,43.0,45.0,50.0,30.0,36.0
Astolfo,Elibe,1262.27,64.0,53.0,38.0,66.0,45.0,32.0,36.0,31.0,31.0
Nobu/Gangrel,TMS #FE,1260.76,,,,98.0,47.0,75.0,42.0,19.0,29.0
Iucharba,Jugdral,1260.69,98.0,59.0,62.0,68.0,59.0,39.0,46.0,43.0,83.0
Karin,Jugdral,1259.88,168.0,105.0,135.0,130.0,110.0,115.0,18.0,26.0,18.0
Saul,Elibe,1259.51,290.0,213.0,202.0,142.0,152.0,30.0,39.0,19.0,19.0
Merlinus (FE06),Elibe,1259.4,318.0,164.0,272.0,1456.0,30.0,19.0,12.0,10.0,29.0
Hawk,Jugdral,1258.38,75.0,38.0,55.0,40.0,47.0,67.0,38.0,71.0,63.0
Siegbert,Fates,1257.35,459.0,317.0,173.0,91.0,69.0,40.0,34.0,34.0,24.0
Marla,Valentia,1256.87,,241.0,348.0,147.0,63.0,105.0,76.0,16.0,7.0
Fred,Jugdral,1256.17,36.0,50.0,155.0,64.0,30.0,128.0,39.0,50.0,53.0
Brighton,Jugdral,1255.9,61.0,49.0,73.0,55.0,56.0,44.0,30.0,49.0,23.0
Emperor Ionius IX,Fodlan,1254.8,,,,94.0,52.0,83.0,43.0,46.0,13.0
Juno,Elibe,1254.38,108.0,65.0,106.0,145.0,136.0,43.0,64.0,28.0,22.0
Excellus,Ylisse,1254.33,254.0,116.0,113.0,73.0,57.0,60.0,40.0,31.0,50.0
Vigarde,Magvel,1254.16,,,,,74.0,118.0,44.0,13.0,10.0
Tanya,Jugdral,1254.03,143.0,111.0,207.0,67.0,41.0,47.0,26.0,38.0,16.0
Roger,Archanea,1253.68,88.0,81.0,63.0,49.0,51.0,44.0,40.0,32.0,72.0
Alec,Jugdral,1253.63,142.0,62.0,101.0,68.0,36.0,44.0,40.0,22.0,48.0
Osian,Jugdral,1253.33,240.0,327.0,493.0,54.0,26.0,23.0,11.0,25.0,20.0
Aimee,Tellius,1253.13,120.0,93.0,117.0,57.0,81.0,75.0,42.0,44.0,34.0
Dozla,Magvel,1252.02,397.0,290.0,326.0,85.0,45.0,41.0,35.0,26.0,19.0
Daichi,Fates,1242.84,,,,,37.0,58.0,30.0,24.0,18.0
Duke Aegir,Fodlan,1237.91,,,,254.0,55.0,62.0,20.0,9.0,9.0
Manfroy,Jugdral,1235.08,70.0,55.0,103.0,113.0,53.0,40.0,36.0,33.0,39.0
Belf,Archanea,1234.39,62.0,35.0,30.0,24.0,103.0,47.0,39.0,18.0,16.0
Irma,Valentia,1232.79,,80.0,102.0,58.0,21.0,65.0,53.0,38.0,22.0
Salem,Jugdral,1231.1,118.0,107.0,108.0,152.0,140.0,120.0,21.0,28.0,15.0
Larum,Elibe,1229.41,131.0,218.0,238.0,47.0,44.0,48.0,29.0,25.0,14.0
Reptor,Jugdral,1228.18,106.0,49.0,80.0,61.0,46.0,46.0,44.0,34.0,27.0
Bartre (FE07),Elibe,1225.12,228.0,176.0,135.0,62.0,46.0,42.0,25.0,22.0,24.0
Iuchar,Jugdral,1224.34,92.0,65.0,103.0,88.0,48.0,39.0,39.0,30.0,44.0
Ralf,Jugdral,1223.82,53.0,48.0,55.0,65.0,52.0,74.0,48.0,37.0,29.0
Rickard,Archanea,1219.26,102.0,77.0,104.0,95.0,85.0,68.0,17.0,19.0,23.0
Selphina,Jugdral,1218.54,59.0,48.0,72.0,56.0,42.0,99.0,33.0,42.0,39.0
Nealuchi,Tellius,1218.24,92.0,61.0,130.0,69.0,52.0,42.0,48.0,25.0,28.0
Ishtore,Jugdral,1216.57,60.0,31.0,49.0,62.0,35.0,50.0,48.0,40.0,30.0
Deen (FE05),Jugdral,1215.92,56.0,53.0,66.0,56.0,46.0,44.0,40.0,54.0,41.0
Lang,Archanea,1215.85,96.0,70.0,108.0,44.0,37.0,41.0,27.0,25.0,34.0
Dalsin,Jugdral,1215.75,39.0,25.0,35.0,99.0,56.0,37.0,20.0,28.0,27.0
Creidne,Jugdral,1215.13,65.0,19.0,51.0,48.0,40.0,54.0,35.0,58.0,30.0
Nomah,Valentia,1214.5,97.0,58.0,73.0,34.0,22.0,37.0,33.0,31.0,26.0
Danved,Tellius,1213.89,140.0,115.0,171.0,91.0,37.0,44.0,35.0,23.0,16.0
Rufus,Fodlan,1210.68,,,,,,,39.0,19.0,15.0
Lawson,Valentia,1210.08,,130.0,81.0,47.0,33.0,51.0,23.0,25.0,36.0
Annand,Jugdral,1210.01,109.0,120.0,200.0,153.0,103.0,27.0,16.0,23.0,21.0
Rennac,Magvel,1209.41,206.0,138.0,137.0,155.0,117.0,25.0,14.0,13.0,10.0
Kyza,Tellius,1206.85,142.0,94.0,115.0,77.0,70.0,32.0,20.0,32.0,11.0
Safy,Jugdral,1205.22,45.0,59.0,96.0,29.0,41.0,45.0,98.0,12.0,18.0
Sleuf,Jugdral,1205.12,30.0,36.0,38.0,27.0,70.0,27.0,30.0,40.0,31.0
Xavier,Jugdral,1204.46,55.0,53.0,61.0,46.0,35.0,36.0,32.0,21.0,35.0
Amid,Jugdral,1203.27,36.0,13.0,26.0,22.0,51.0,58.0,56.0,17.0,34.0
Robert,Jugdral,1202.38,48.0,28.0,23.0,59.0,52.0,61.0,30.0,36.0,28.0
Hicks,Jugdral,1202.08,41.0,9.0,42.0,187.0,50.0,43.0,34.0,29.0,24.0
Valtome,Tellius,1201.33,55.0,56.0,61.0,31.0,26.0,48.0,21.0,26.0,31.0
Jorge,Tellius,1200.44,39.0,21.0,1598.0,6728.0,27.0,6.0,18.0,4.0,5.0
Kuen/Excellus,TMS #FE,1197.19,,,,67.0,28.0,36.0,18.0,11.0,25.0
Glade,Jugdral,1197.19,17.0,535.0,104.0,70.0,22.0,53.0,22.0,20.0,19.0
Hannibal,Jugdral,1196.77,104.0,72.0,96.0,54.0,19.0,36.0,23.0,26.0,21.0
Dolph,Archanea,1196.66,109.0,64.0,74.0,46.0,37.0,42.0,20.0,26.0,24.0
Beck,Archanea,1194.12,119.0,71.0,75.0,56.0,36.0,26.0,16.0,25.0,34.0
Brian,Jugdral,1193.59,40.0,44.0,55.0,67.0,41.0,36.0,12.0,21.0,21.0
Zephiel (FE07),Elibe,1193.36,104.0,231.0,236.0,99.0,33.0,43.0,24.0,23.0,7.0
Jeanne,Jugdral,1192.78,54.0,51.0,63.0,35.0,16.0,25.0,48.0,22.0,30.0
Darros,Archanea,1188.73,157.0,128.0,166.0,106.0,25.0,37.0,22.0,19.0,7.0
Byron,Jugdral,1187.28,45.0,45.0,95.0,74.0,37.0,48.0,18.0,26.0,24.0
Lester,Jugdral,1185.73,32.0,46.0,60.0,60.0,25.0,42.0,23.0,29.0,42.0
